1,2,3,4,5,6,7,8,9,10,class
QQXXYY,ZYXXZZ,XZYYQQ,ZYQZXQ,QZZYYQ,QXQYQQ,XZZYZY,QQYXYQ,QQQQZY,QQYQQZ,A
ZXZYQQ,ZQXZZZ,ZXQZXQ,XZZZQQ,ZXQZYQ,XQYZZX,QQQYQZ,ZYYZYZ,ZZXZQZ,XQYQQX,B
QXZXQX,XZYXYY,XZQYYQ,YZYXYZ,XXXXXY,YYXZQY,QQZXQQ,YQXXXX,XXQQYQ,XXYYQY,C
ZZYXZZ,YQYQXQ,XZXXZX,XZXXZX,ZXQQYQ,QXYQQY,QZZQZX,QZZYZZ,ZZXQYY,QZXQQX,A
XZXZYZ,XXZQQQ,QQYYYY,YXYYZX,QYQQXY,YQQQZZ,YXQQZY,QQQXQQ,QYQYQQ,ZQQXQX,C
ZYYZZZ,QZZZXQ,YXZZXX,XXYYQY,YQXXQQ,ZQYXXX,QQZXXX,XXQYYY,YQZYYX,YYXYZY,C
YZZZXQ,ZXQQXQ,YXQQQZ,YXZXXX,QQZQYX,QYQQYX,QXQYYY,ZYQYXZ,XXQYYQ,YXQYXX,C
XZXZZX,ZYQXYY,XZXYQQ,YXXZYY,XQYZYQ,QXYXQY,XXZZYQ,XXXYXX,YXZZYX,ZYYYQQ,A
YZYYYY,YXQQZY,YZYXQQ,ZYQQZY,XZXZYQ,YZZYYY,QQYXZQ,ZZYXZQ,YZZXQX,XZYYQZ,C
XXZXXX,YXQXQX,YYYYXZ,XXZXYZ,YYZYXX,XZXQXX,XYYYZY,XZXZZY,XZXXZX,QQQQYQ,C
QXXXYX,XZZXZY,XQQYZX,YYXXYX,QQYZYQ,QXYYQX,YYQYXZ,XXYYYY,XQYQQX,XXXXXY,A
YQZQZZ,QZZZQQ,ZZQQQZ,QXQZZZ,ZZQZQZ,ZZZYYQ,ZYXYYY,ZZZXQQ,ZQZQZX,ZQZQQZ,C
XXXXQX,ZZYXQX,ZYZXQY,XZXXXZ,XQQZYY,QXQYQX,YZZXQQ,QXQQYQ,YQQZYX,ZZYQZX,A
QQYXXZ,ZZZXQY,ZXZZYZ,ZXZXXZ,ZXZZYQ,YZQQZX,QZZYZQ,ZZQYZZ,ZXQZZX,QZQYZQ,B
YXZQXQ,QYQYXQ,ZYQZXQ,YQQZYQ,ZYZYYQ,QXQQQQ,YZXQXQ,XQXQQY,ZQQZZX,ZZZZXZ,A
QQZXXX,QYQYYQ,QQXQQY,ZYQYQQ,ZXZZXY,QZZZZY,ZZYQQQ,YXQZXX,YQZZYY,QZYQXZ,C
YYXQYZ,XQQQYY,QYZZYZ,XXQQZY,QXZYYQ,QXQXQY,QYYQZZ,XXXQZY,XQXXQQ,ZXZYYZ,A
ZXQZZY,ZYXQYZ,YZZZZZ,XZYYXQ,XXZZYQ,QXZXZX,QQYZYZ,XYXQQQ,ZYZYZQ,YZXZZX,B
ZZQXZZ,ZXYXXZ,XQQZZY,ZXXQYX,XZQQQQ,QYZYZZ,XQQXYQ,QQQYXQ,QQQYYY,QQXQQQ,C
XQXXZY,QZYXZX,YXQYXQ,XYZZYQ,QYYQQZ,YYQXXZ,ZQXXYX,ZQQZQZ,QXQQZX,QYYQQZ,C
QXXXXX,ZXXZZQ,ZZXXZX,QQXXQY,ZXXXYQ,ZZYQYY,ZZYQXQ,ZXXZXY,XYYZXZ,ZYQXXY,B
YXYXZY,ZYZQQQ,ZZXXXQ,YYQQQZ,YQQZYZ,YZQQXQ,ZYQYXY,QYXZXQ,QYYYQQ,YZQQZQ,C
QQQZXQ,ZQXXQZ,XQQXZY,ZYXXZZ,XQQZYQ,QXYXQQ,QQQZQQ,QQZXXQ,ZXZQQX,XZZZZZ,A
QZZZYX,XZZXQZ,XZYZZX,QZXQQQ,QYYZYX,QXQQQZ,QZYQYZ,ZXQQXZ,ZYYZYX,ZXYXQY,C
ZYZXYZ,XQZXYZ,ZZXZYX,XXZYZZ,XQZQZX,QXQQYZ,YZXQYQ,YYZYXZ,ZQZZQX,QXQXXZ,C
YYZXYX,YXXQZQ,QYZYXX,QYQQXQ,QYZQQZ,YYQZYQ,QXQQYQ,ZXQQZX,ZXQXQQ,QYZYZY,C
QQQYYQ,YYYXQY,YYYZYY,QYXQQQ,ZXYXXY,YQXQZY,QYQYZY,YYYYZX,ZZZZYY,ZYQQXQ,C
XYZYZZ,XQZZYX,QXQZYQ,ZYXQYQ,QQXZXQ,ZZZYYQ,ZZZZXZ,YZZZXQ,YQYXQQ,QYQZZQ,C
ZZXXYX,QYZZZZ,QQZZYZ,ZXXZZX,QZZZYQ,QZQQQQ,XZQZXY,YQQZZX,ZYQQYQ,QYQYYY,B
YZXXQY,YYXYXX,XXXZXZ,ZYZYXY,XXXZYQ,XXXXQX,XZYXQY,YXYXXZ,YYQYYQ,YZYXZZ,B
XXQZZZ,XZYQZY,XZYZZY,XQYYZQ,QYQYQQ,ZZYXZQ,ZZXQZQ,ZXQYQQ,QZXQZZ,YQQZZY,C
YQZZZX,ZYYZZZ,XXZXQX,ZXZYZZ,ZXZZYQ,ZZXYYY,QZXZZX,XQYZYY,ZXQQQY,ZYQZQX,B
XXZXYZ,XXZYQQ,ZYQXQX,ZQXQQQ,ZYXZYQ,QXQYQX,QYQXZY,YQQZYQ,XQQQQY,QQXYQZ,A
YYXXYX,ZQQYYQ,ZYQXQZ,ZXXZZY,XYYXXY,XQYZYQ,XXYXYZ,XQXZQQ,XXXXXX,XXYYYX,C
QZXZXZ,ZYZZXQ,ZXXZXX,XZXQXQ,ZZXXXX,QZQYXX,ZXQZXX,XYQXQZ,ZYZZYQ,YYQYXY,C
XXZZYY,QQYQQQ,YZZXZX,ZXQZZZ,ZZZYZZ,YXXYZZ,YXZYZX,QXQYZX,XXZZZZ,YYQZZZ,C
YZXZQQ,QZZYYY,XXXQYY,QYQZXZ,YYZYXQ,QXYXQX,XZZXXQ,XXXXZX,QZXXXQ,ZXYYXQ,A
ZXQYQZ,QXQQZX,YZXZZX,XZQXQY,ZZYZYQ,QXQZQZ,QQZQZZ,ZZXQZY,ZZZQQQ,ZQQYQQ,A
QQXQQY,QQYQQZ,XXXZYX,YXXZQX,QZZYXQ,YZZZZX,ZYYQQZ,QQQZZY,XXZQXQ,XQZYZZ,C
ZXQQXQ,XQYYXQ,QZYXXZ,XZXXXX,XXQZYQ,YZYQYQ,QYQZXQ,YYZZQZ,QYQQXQ,QZZYZZ,B
ZZYZQQ,ZXQQYX,QYXQQQ,YQYXQQ,ZYZZYQ,QXYYQZ,XYQZXZ,XQQXZZ,XZYQQQ,QYQQQY,A
XYYYXQ,XQXXXZ,ZXQZYX,YZYQXZ,YYYQXX,QZZYZX,XZXXXX,XZXXZY,XYXZYX,ZQYXZX,C
XYYXXX,XZYXZY,YYXXYX,XZZXXX,XXQXYQ,ZXZQYX,QYYZXX,ZQQQYX,QYYQQQ,YYQQZX,B
XQZZXX,QZXQYZ,QZZZXZ,ZZQXZZ,ZZQZYQ,QZQQZY,YQXYZQ,XQZZZZ,QZQZZQ,XQZXZQ,B
XXXQQY,QXQYXZ,QQZZZZ,ZYQYQQ,QYYQYQ,QXQYQX,QZZXQQ,ZZYQZZ,XXZYXZ,ZYZXZX,A
ZYQZXQ,YZXZZZ,YQYQXZ,ZYZXZZ,ZXQXYQ,QXZQQQ,ZYQZYQ,QZZQXY,QYYQXZ,XQQZYQ,B
YXZXYY,YXQYXQ,YYXXYX,QYXXZX,XXXXYQ,XXQXXQ,QYXXXQ,YYYXXZ,ZYQYZY,YQXXXQ,B
XZYQQX,XQXZXQ,YYQXZY,ZXQZYZ,YQXQZY,XZXZYQ,ZZZYZY,XYQXQY,XQQXXZ,ZZZXQX,C
QYQZXQ,ZXQZQZ,XXZXZZ,YYZXQY,ZYYZXQ,QZZQQX,ZXQZYY,QXZYQY,QQYXQQ,ZZYQXQ,C
ZYQZXX,XZZXYY,ZZZXXX,ZZZXZZ,ZXZZYQ,ZYXZZQ,QYQQQQ,XXXZZY,QQXYXY,XYYQZY,B
QZXQZX,QZXQZX,YYXZXX,ZYQQQZ,YZXQZX,QZXQZZ,XXXYQX,ZQZXQY,QQYYYY,YXYYYQ,C
QZZXZQ,QYZXXQ,QYYYZQ,XZZQQQ,XXYZYQ,QXQYQY,QZQQYQ,QQZYQZ,XZYQQQ,QQYXXQ,A
ZYQYYY,YZZYQY,YQXZZX,QXQYYZ,ZYQZYQ,QXZYXY,YXZXQY,YXYYQY,XXXXXX,YYYQYY,A
XYZZYQ,ZYYZXZ,XQZYXZ,XYZXQQ,YZYYYQ,XYXXYX,QYZXXX,YYYYYZ,ZZZYXX,YXXQYY,C
XQZZZX,QYYQXQ,ZYZXZY,ZZZXZZ,XYZZYQ,QQYQZZ,ZZQYXX,YZZYQZ,YQZYQQ,ZQQZQQ,B
ZZYYYX,QQXQYZ,XYZXZY,ZZXXXY,YQQYXX,YYYZYZ,YQYYZX,QQYQYX,QYYYXZ,YZQXYZ,C
ZXXQZZ,ZZYZZQ,ZYZZYZ,YZQQZZ,ZYQZYQ,QXQYZX,ZZZQYQ,QQXXQQ,QQYXQY,QXQYQQ,A
YYYQXZ,QQYQZX,QXXXYZ,ZZZZYZ,XZXYYX,YQQQQX,XZYYXY,XYYYYY,QZZQQZ,YQYQYQ,C
XYYYXZ,XXZXYQ,ZXZXYX,XXXYXX,XZYZYQ,YXXZYX,XXYXQY,QYXYQZ,YYQYYQ,QZYXZZ,B
ZYQQQY,ZXZYQQ,ZYQYYX,XZYYXZ,XZZQYQ,QXYQYX,XXZZXZ,QQYQXZ,XYXXXX,XZZZYZ,A
QQQXQQ,QQXQZX,QYQZQQ,ZZXZZY,QXQXZX,QYQQYZ,XZYXXX,YYQYQY,YQQYYY,YYQQQX,C
QXZZZZ,XZYZYQ,QQZYXX,XXZXXZ,ZZYZYQ,QXQQYY,YYQQYQ,QQYQZX,QZXZXZ,YQQZXQ,B
ZYXQYQ,ZXXXZY,ZQYQYX,YYQYYQ,YYYQYZ,YZYQXQ,ZZZXQQ,XXZZZY,YQYYZZ,YXXZYY,C
QYQZQX,ZXQZYQ,YZQQXZ,YZZYYZ,XYZXXZ,YXZYZX,XZYZXQ,QZZXQX,QZXQYX,ZXQQXZ,C
XXZZZZ,YYQQZY,YYQZZX,XYXQYY,QQYYQZ,YXZXXQ,QYQQZZ,QYZXQX,QYZYXY,ZXQYXZ,C
QYZZQZ,XXZZZY,XYXQXQ,QZXZXQ,XZZYYQ,QXYYQX,QZXQQQ,ZXYZZX,XYQYQX,ZZXZZY,A
QXXXXX,QYXZYZ,QZXXZX,YXQQYQ,XZZYYQ,YYXXYZ,ZYXYYQ,QZYYXQ,XXXZXQ,YYQYXX,C
XZZXZY,XQZYXZ,ZYZZZZ,ZXXZZX,ZZZZYQ,QYYXYQ,ZZYQQX,ZXQQZX,QQQXZQ,QZYZYY,B
QQQZXZ,XZZXQY,ZYZYZX,ZXZZZZ,ZXQZYQ,YQQXZZ,YQQQQY,ZZZYYZ,YQZZZZ,YQZYYQ,B
QZZQYY,YQZXQZ,ZZQZQY,QXZQQY,QXQQYQ,ZYQQZZ,ZZZZYZ,ZYZZYZ,QZYQYQ,YQYQXZ,C
QXYQYZ,ZXXQQX,QQQZQQ,XZZXXZ,XZZXYQ,QYYQYY,QZZXYX,YXZZZY,YYQQYY,ZYQYYQ,B
YQQYXQ,QZQYXZ,YQYYQZ,XQQYQY,YQYXZY,QXQYQX,QZZYQQ,ZXQQZZ,ZZXQQQ,QZXQQQ,A
QYXZZQ,ZZQZZZ,QXZZYZ,YZZZQZ,ZQZZYQ,QXYYQZ,ZZQQZZ,YQZZQY,ZZQQQQ,ZYXQZQ,A
QZQQZZ,ZZYQQY,ZYQYYQ,QXZYZZ,YXZXZZ,XQZXZX,QQYYQZ,YQZXZZ,YYZYXX,QQQYYX,C
ZYYQZZ,XQYYYZ,ZYXZXX,YXYZXY,XQQZYQ,QXYYQX,ZZYXYZ,YQYYQY,QZZZXZ,XZXZZZ,A
QYZYZQ,ZXQZXQ,QQZZQZ,YXQZXQ,ZZZZYQ,ZXQQXZ,XQZZQZ,ZXZQXZ,ZXZZQQ,XQZXZZ,C
QQQZQQ,QXZXZY,QZZZZX,ZZXZXZ,ZZZZYQ,QZXZZZ,YZXZZY,XQYQQX,YXXXZX,YZYZZQ,B
XYXQQQ,QQZYZY,QQYXQY,QQYQQY,YQQYYX,ZZYYQY,ZXXQQY,XQQYXX,YXXYQX,XXXZQY,C
XQQQQZ,XQZQQY,ZXXXZX,ZQXZQX,QZZZZY,ZYYYYQ,XYYYQZ,XXQQQQ,YZZXQQ,QQQQYQ,C
QZZYXQ,QYQQYX,QYYZZY,XZZYYZ,QYZYYX,QXQYQZ,ZZYZYZ,QZZXQY,ZZZQQQ,YYZYQZ,A
QYZYQQ,QYXYXQ,XZXXXQ,ZXXXZX,XXYYYQ,QZXQYZ,XQXQZX,QXZZXQ,YXXQXX,QZXQZX,B
XXQYXX,XZYQXQ,ZXQQYX,XYXXZX,XXQZYQ,YYYYXX,XQYQYY,QZYYXQ,QQZYXZ,ZXQYYQ,B
QQYYQY,QQZXQQ,YQQZQY,YQZZXX,QQQZYQ,QXYYYZ,YXXQXX,XZXZQY,XQZYXQ,QQYYXY,A
QZYXXX,XXXXQY,QQZYYX,QYXQXZ,YYQYYY,XYYYQY,YXXXYY,YXXXXY,QQYZXX,XYZYQZ,C
QZYQYQ,QZYQXQ,QQQQXQ,QQZYQZ,YXXXYZ,YQYYYY,XZXQXQ,YXQYQY,ZYZZYZ,YYYYZZ,C
QQZYQX,QQZQQZ,QQZQYY,QQXQQZ,QQZQQZ,XZQQZZ,YQXYZX,ZZZQQZ,ZZZZQZ,ZYXXXZ,C
QYYQQZ,XXQYQQ,ZZXQQY,QXXXQY,QYZZYQ,ZZXQQZ,ZYYZYX,YYZYYQ,YZZXZY,XZXZXX,C
ZXXZQQ,QYQXXQ,YXZXZX,YYXQZX,XZXQYX,QXYQQX,QZXZXQ,QXXXZZ,YZYXXX,QQZYXQ,A
QYZYYZ,YQZZXZ,YYQYXZ,YXZYQZ,YYXQZZ,XZZXQZ,YZZYZZ,YYZXQZ,XXYQZY,ZZZZXQ,C
ZZXQQQ,QXQZZX,XQQQXZ,YQQYZY,XZYYZX,XQQYZY,XXZZXY,QXXXXZ,YYYXQY,QXQYXQ,C
XQQZYZ,ZYYZZZ,QQZZZX,ZZXXQX,ZZYZYQ,QQZYZZ,YQZZZZ,YQYYQQ,XQQZZZ,QQZQZQ,B
QZZZZQ,QZQZZZ,YZZZQZ,YZZZZX,ZZZZYQ,QXZYQX,QZQXQZ,ZZQZQZ,QXQXZX,QQQQQQ,A
YQQQZZ,ZZXZYZ,ZXXZZZ,ZXZZXX,XZZZYQ,YQZZYX,ZXXZZZ,YQZZZY,ZZYXZZ,ZZYXZQ,B
YQYXQY,YXXYYQ,YYZXZX,YXZXXX,XXYZYQ,YYYYZY,QZZYYY,YZYYYZ,YZXYYX,QYQXXX,B
YYYYXX,XQQYQY,YYQYQZ,XXXZYY,YQZYXQ,QXYYYX,YZXXXX,YYYZYX,YQXXQQ,ZYXZXX,A
XXQQQQ,ZYXXYZ,YZQXXX,ZYXYYQ,YZYYXQ,QXQZYY,XYZXZZ,QYYYXX,XXXXYY,ZQYYYY,C
XXQQYY,XZZYZZ,YQZXYZ,YXZZYQ,ZXZZZX,QYQQZY,QQXYYX,ZZYXQY,XQXXXX,YZYXZZ,C
QQXQZX,ZYZYQZ,XQZZZY,XXQZZX,YYYQYY,QXYYQX,YQQYZZ,ZXQQQY,XZXQQQ,QYQQQY,A
XQQZXZ,XQZXQX,XQXQQX,ZQXQZX,YYYZZQ,QXQYQQ,QZYYXQ,QXQYQQ,XZXQQQ,YYQXQQ,A
QZYXZY,YZQXQX,YZXYZY,YXQYQQ,ZZYZZQ,QXQYQQ,ZZZZQQ,ZZZZXX,ZZZZQY,ZZQZZX,A
ZZXQYZ,XZXZYQ,ZZXQQZ,XYXZXQ,XXZXYQ,YYXQXZ,ZXQZZX,QQZXQX,QQZXXZ,XZZXQX,B
YQYYZQ,QQYYQQ,YQYZQZ,XQZYQZ,QZQZQQ,QXYZZY,QQQQZY,QXQQQQ,YQZZXX,ZZZZYX,A
XQZYXZ,ZYYXXX,YYZXXY,YZXZXX,YZZXYX,XXXZXQ,ZYQZXQ,ZXZZZY,QYXXYZ,XZZXXZ,C
XXXZYQ,YZYXQZ,YQXZYQ,YYYYXY,QYXXXY,ZXYZYX,ZZXXYX,XYYXQY,XYZZYX,XYXXQQ,C
ZYXZXX,XQXXQX,ZXZZXX,XZYXZX,ZYYZYQ,ZXZZXQ,QQYYYX,QXQZXQ,QXQYZZ,QXXXXQ,B
YYXXYY,YYQXXY,YYXYYZ,XXYXZZ,XXYZYQ,QXQYZZ,XQQXYZ,XQZXXZ,YXQXYX,QXZZZZ,B
QZXZYY,ZZYZYQ,QQYZZZ,ZXZXZX,ZXQZYQ,QQZXQQ,ZZZZXQ,QZYYQQ,ZZZQQQ,YZYQQY,B
ZXQYZZ,ZQYZZX,XQYYZX,XQXXZZ,YZYZYQ,QYXQZZ,YQQZZY,YQQXQQ,YQZYYQ,ZQQXQQ,B
ZYYQYQ,QXXXZX,QYQXQX,QYQQYX,XQZXZX,QQYQXQ,QYYXQQ,ZZZXZY,ZYQQXY,QQYQXQ,C
XQZXZZ,QZXYZX,YZYYZZ,YQYQZQ,YQQZZQ,QXQYQX,QYZZZZ,QQZZZQ,QQZQZY,QQXZYZ,A
YXXZQZ,YYQXQQ,YZXQQY,QYQYYQ,YXQXZX,XYZXXY,YYQXYY,YXYYYX,YZYYZX,XXXZZZ,C
XZZZZZ,YQZYYQ,YZZZQQ,QQQZYQ,YXZZYQ,QXQZQQ,QQQZZY,QZZZXQ,ZQZQXQ,QZXQQQ,A
ZYZXQX,QXQXZY,YYYXZX,YQYYZZ,XXYXZX,ZZXYZZ,XQZXZX,QYYYZZ,YYZYQZ,YYQXXQ,C
ZZZXQQ,YZZZQX,ZXQXQY,ZZZYXZ,XZYXQQ,QXYYXQ,YZZZZZ,XXZZXQ,ZZZXQQ,ZYXZZZ,A
QQYXQQ,YYYZQQ,ZXXXYZ,ZQQQYQ,XXYZYZ,YQQQQZ,ZQQZZQ,QZQQQQ,QZQYYQ,QYZXZQ,C
XXYXXZ,YYYXXX,XXQXXY,QXZXXQ,ZXYYXQ,XZXXXX,YXYQQQ,YYYYYY,YYYYYY,YYYYQZ,C
ZYQQZX,QQQQZY,QZYXZQ,YYZZYQ,YQQYQX,QXYZQZ,ZXQQQZ,ZYQYXQ,QXQXYQ,ZXQQQY,A
ZYYZZX,YQYYYX,ZYZYQY,YQQZQY,ZYZXQY,ZZXXZY,QXQZZX,ZYQZXZ,ZYQZQZ,ZYXQQZ,C
ZYQXZZ,ZQQZZQ,QXQZZX,QQQXZZ,ZYYZYQ,YQQYQQ,ZZQXQQ,YQQYQQ,YQYZYQ,QYQYXQ,B
YQYQZY,ZXYXXX,QZXYQQ,XQZXQQ,QYQYQY,QYYQZY,QQXQQZ,XXXZYZ,YZZZZY,ZYXXYZ,C
QXQQQY,ZZXZYY,ZXZZXX,ZZZZYX,ZZYZYQ,YYYXQQ,XQZXYZ,ZZYQZX,ZYYQZZ,XQQQZZ,B
ZQZXZZ,YYZXZX,YZZQZX,QZXYZZ,YYXQYQ,QXXZZX,QYQQXZ,YZYQXQ,XXXXZZ,YYQXZX,C
QZZYXX,QZYZXX,XYXYQX,ZXQYXX,YZYYYY,ZQXQZY,YXXZYQ,QYQZZZ,YQZYQX,QYZYZY,C
QQQXZZ,ZXQXQY,ZYXQQX,QZZZQZ,ZXQZYQ,YXXQQY,ZYQZZZ,YZYZXQ,ZXQZXQ,XYXQXQ,B
QYXXZX,ZZXQXQ,ZXYQYX,QXQZYY,YXQZYY,QZXYQX,QQZXXZ,YYYYXY,QYQYYX,ZZZYZX,C
ZXYQYQ,QYYQQZ,YXZZYY,YZQZXQ,YXQQQQ,QXQYQQ,QXQQZQ,ZZYQQQ,QXZYZZ,YYXZZX,A
ZYQZXQ,QZZXXX,QYZYZZ,XYZZYQ,QYQXXX,QXYYQZ,XZXXQQ,QQYYXQ,QQXQZQ,ZYXZYQ,A
QXQZZZ,ZXYZQZ,ZXZXZZ,XXQZXZ,ZZXZYQ,QQZZXZ,YZZYYZ,ZYQZQQ,QZXZYQ,QYZQXX,B
ZZXQQZ,YXZQYQ,XZQQXY,QYXQZZ,YQQYYX,QZXQXX,YYYZYX,XZXYXY,QXYZYZ,YQQYXQ,C
ZXYYQQ,YZXXQQ,QZYQXQ,QXQQZX,QXQQZZ,YXXXXX,XZXZXZ,ZZXZYQ,YQQXQQ,XXXXQY,C
XXXZZX,QXQXQX,XZZYXQ,ZYQXYY,XQXYXZ,ZXZXQX,XZZXXX,ZYQZZX,ZZXXQQ,YYQQQZ,C
QXQYYZ,XZXQQY,ZYZYZQ,ZZZYQQ,XXQXYQ,QXYZQX,QQYQYY,QZXXXZ,XZZXXX,ZXQZXQ,A
XQQQXX,ZZYYYX,XYYXYQ,XXQXYY,QXYXQY,QXZXQZ,ZYQXZY,YXYYYX,YZYXQQ,YXYXYY,C
QZYYYY,QXYYQX,XQZXQX,XXQXYX,XXZZYQ,QZZXXQ,QYZYYQ,YXXZQZ,XYXQYQ,YQZZXQ,B
XQYZYY,XYQZZZ,XQXQZX,QZYQQY,YXQQQX,YYZXQZ,ZYZXQY,ZYXZYQ,YQXYYZ,XZXXYY,C
QQXYZX,YYYQZY,XXZYXQ,QYQQZX,ZXXZYQ,QXYXXQ,ZYQXXZ,XQXYQQ,ZYXXZY,XYZXXY,A
ZZXZXZ,YQQQXQ,XZZZZX,XZZXQX,ZZZZYQ,YZYYQQ,YXQYZZ,YQZXQY,XZXQXQ,XQYYZQ,B
YXZYYZ,YYXQXZ,QZZYYY,QZZZYX,QQXQQX,XYZXZX,QXQXXX,QZXQQX,QXXQQX,QYQYQQ,C
XZYXYY,ZZXZQX,ZXYXZZ,XZZXXX,ZXQZYQ,YYXQXZ,YQZYXZ,XZYXXY,QYXQQX,QZXXQQ,B
XZXZYZ,XQZZZZ,QYZZXZ,XQXZXX,ZXYZYQ,YYZYZZ,XXYQQZ,XQQXQQ,QQZXQZ,QQZYYQ,B
XQXXXX,ZXYQQY,YQYXQX,QQYZYY,QQZYQX,QYYQQZ,ZQZZZQ,QQZZQZ,ZXXZZY,QZXQQQ,C
YXZYYX,YYQZXZ,ZXYQXZ,ZYQYZQ,ZZYXQQ,QXZYXX,XZYZYQ,YQQYQQ,YZYYQQ,ZXYZXY,C
QQXQXZ,YQQXQQ,QYQXYZ,XQZYYZ,ZXQYZQ,ZYYXQZ,XZYQYZ,QZYQYY,QQQYZX,QZZQXZ,C
QXZXQY,XZZZZZ,XQYZZZ,YQZYZZ,ZZZXZZ,QZYQQX,QZZQXQ,ZZZZXZ,YXZZYQ,XZXZQQ,C
QQYQZX,QZZYQY,ZYZQQY,QQYQYQ,ZZYXQY,QXYYQX,QQQZZZ,YQZXQY,QQQXQQ,QZXQQQ,A
QXQYZX,XYYYYX,QYYYXX,XYXXXX,XYYXYQ,QXQYYZ,YXYYXY,XXQYQQ,YQYZYQ,YYZYXY,B
XQZXZZ,YQQQYQ,ZXQYQQ,ZZZXXZ,YYYQZZ,ZYQXYZ,YXQZXQ,QXQQXX,ZYZYXQ,ZQZYQY,C
YQZXZX,QZZYQX,YYQYYQ,XXQZYX,ZXZZZY,QXQYYY,XQZXQZ,XQZXQZ,ZYXXXZ,YYZXQX,C
XZXQQQ,ZXZZZY,QYYZZZ,YZYYZY,XQYYYQ,QXQYQQ,QNZXXZ,ZXQZZY,ZYZXXQ,QQQXQQ,A
XQQQYX,XZZZZY,QYYQQX,XZXQXX,XXXZYQ,QXQQQQ,ZYYQXX,ZZQXQQ,QZYXZY,XQXXQY,B
ZYXXQZ,ZXQXYX,XZYQXQ,QYQZZX,QQYQZY,YXQYQQ,YYQYQQ,QYQXZZ,YYZYXQ,XZYYXY,C
YZZZZZ,QZQQZX,XZXYZZ,XZXXXQ,XQQYQQ,QXQZQX,QQXQQZ,ZZZXQQ,QQYQXQ,QYQQYY,A
QZQZXZ,XQZXXQ,ZZYYXQ,XZXXXY,XYQQXZ,YZZZQQ,YYQQZY,ZQZQQY,YZZXZQ,QZQZQQ,C
XQXXXQ,XYQYZX,XQQYYZ,ZZYZYQ,XZYXXQ,QXQYQX,XQYZZX,ZYQXYY,ZZZYYQ,XQYQYX,A
XXYXXY,YQYXYZ,YXXQQZ,YYQYYY,YQYYQY,QZYYZY,ZQYXXZ,XQQQYX,ZZZYQQ,YQQQQY,C
ZQQZXQ,XZXYZY,ZXXQZX,ZXYXXX,ZZXQZX,QZQZZY,QZZZZY,QQZZXQ,QYYQQY,ZZQZXX,C
QZZXZZ,XQZZYZ,ZZZXXZ,ZXZZZZ,YZYZXZ,ZYZXZX,QYXXZY,ZZXZXX,ZZXZXQ,QXXZZX,C
XXZZZZ,QZZQZZ,YZQYXQ,ZZZYYQ,YQQYYQ,QXQYQZ,QQZQQZ,ZQZQQZ,ZZQZYZ,YZQZZZ,A
XZYQZX,XZXXXQ,YYYXXQ,QQZZYQ,QZZZQY,XZZZZX,QQXXZY,XQQXQQ,ZXQYQX,XXXXZY,C
QZXQQQ,QYQYYY,ZZZYYQ,QXYZZX,YXQQQQ,ZXQQZZ,XXZXZY,YQQYYQ,ZZZQQZ,XZZZZQ,C
QXXYXZ,YYZXXY,YYYQYX,QZZYZZ,XZXYYQ,QXYYQZ,YXXQYQ,ZXYYXX,QYXQXZ,ZYZQXQ,A
YXYZZX,QXYQXQ,XXZYXX,QQZYXX,QYQXXQ,XXQYZX,ZXXXQQ,ZZYYXY,XQQZQX,XXYXYX,C
QQZZZZ,YXQZZY,YZZXZY,YQZYQY,XZZQZZ,XZYXZQ,YQYYQZ,YQQZZZ,ZXQYQY,YZYYQQ,C
XZXQQQ,YYQYYQ,ZXQXYY,YYYXQQ,QZXYXX,YXYXYX,XQQQQQ,XQQQQX,YQYQQQ,YXQXYX,C
XZXQXX,XZXXZX,ZZYZZY,YZXQXQ,XXQYYQ,QXQYQY,YQZZYQ,QZXQZZ,ZZZXQX,YQQYYY,A
QQZXQZ,ZQYYQZ,ZZZXZY,ZZZXQY,QYXQQQ,QXYYQQ,YQQQQQ,YXQYQQ,QQXZYX,YXZXZX,A
ZXQXZX,ZYZZXQ,XQZZXX,ZXZZZX,YZXQYY,ZYZYZQ,ZYZQQQ,YXQQQZ,ZXQQQQ,QQYZZZ,C
ZZZZYQ,XZYQXZ,XZZXXQ,ZXZZZZ,ZXQZYQ,ZXQYZY,YQZZYQ,YQYZQY,ZZYYQQ,YQZYYZ,B
XXZQZZ,YYQZQX,XQQYXX,QXXZYZ,ZZYZXY,YXYQQQ,YYZQXQ,YQZXQQ,QXXXYQ,YZZQXZ,C
ZYZZZY,YZZXQY,XQZZZZ,YZZYXQ,XXQZYQ,QZYZXQ,ZZYQQQ,QZYXXQ,XQYXXQ,ZZYZYQ,B
ZZXYZY,ZYXZZY,XQXZXZ,XXXXZX,ZXQZYQ,QZZZZY,XQQQXZ,ZYZZXQ,QYQYYY,XQZZYX,B
ZYQZXX,QQXXZX,ZZXQQQ,ZYYQYY,QYYQYY,QYYYQY,YQYQQY,QQQQQY,YQQQYY,YYYQYY,C
ZZZYXZ,XXYYXZ,ZZQYQY,QXZZQQ,YQQQZX,QXQZXY,ZZZZYY,QYYQYQ,QYYQQY,XZYQQQ,C
YQZXQQ,ZXQZXX,YQYQYZ,XQZQYQ,YYQQYQ,QXQZQX,ZZXQZX,QZZXQZ,ZZZQQZ,YZXZXQ,A
